,general_year,general_make,general_model,general_trim,general_fuelType,general_roofType,general_mileage,general_transmission,general_dashWarningLights,general_additionalWarranty,general_transferableWarranty,general_warrantyProvider,outside_liftgateOperation,outside_rustCorrosion,outside_bodyDentsDingsHailDamage,outside_collisionDamage,outside_paintFinish,outside_WindshieldGlass,outside_wiperBlades,outside_washerSprayNozzels,outside_driverSideMirror,outside_driverSideMirrorHeater,outside_passengerSideMirror,outside_passengerSideMirrorHeater,outside_driverFrontWindowGlass,outside_driverFrontWindowGlassOperation,outside_driverRearWindowGlass,outside_driverRearWindowGlassOperation,outside_passengerFrontWindowGlass,outside_passengerFrontWindowGlassOperation,outside_passengerRearWindowGlass,outside_passengerRearWindowGlassOperation,outside_driverPowerSlidingDoors,outside_passengerPowerSlidingDoors,outside_paintScratches,outside_additionalIssuesExterior,tires_driverFrontCondition,tires_driverFrontValveStemCondition,tires_driverFrontTreadDepth,tires_driverFrontPressure,tires_driverFrontBrakePad,tires_driverFrontBreakPadMeasurement,tires_driverFrontRotorCondition,tires_driverFrontSideSwayBar,tires_driverFrontShockStrut,tires_driverFrontCV,tires_driverRearCondition,tires_driverRearValveStemCondition,tires_driverRearTreadDepth,tires_driverRearPressure,tires_driverRearBrakePad,tires_driverRearBreakPadMeasurement,tires_driverRearRotorCondition,tires_driverRearSideSwayBar,tires_driverRearShockStrut,tires_driverRearCV,tires_passengerRearCondition,tires_passengerRearValveStemCondition,tires_passengerRearTreadDepth,tires_passengerRearPressure,tires_passengerRearBrakePad,tires_passengerRearBreakPadMeasurement,tires_passengerRearRotorCondition,tires_passengerRearSideSwayBar,tires_passengerRearShockStrut,tires_passengerRearCV,tires_passengerFrontCondition,tires_passengerFrontValveStemCondition,tires_passengerFrontTreadDepth,tires_passengerFrontBrakePad,tires_passengerFrontBreakPadMeasurement,tires_passengerFrontRotorCondition,tires_passengerFrontSideSwayBar,tires_passengerFrontShockStrut,tires_passengerFrontCV,tires_passengerFrontPressure,tires_aftermarketWheelsTires,tires_oemAvailable,tires_driverFrontTireCondition,tires_driverRearTireCondition,tires_passengerRearTireCondition,tires_passengerFrontTireCondition,tires_oemFactoryWheelsAvailable,tires_extraSetOfWheelsTiresAvailable,tires_secondSetOfTirePartOfDeal,tires_additionalIssuesTires,under_vehicle_frontDifferential,under_vehicle_frontDriveShaft,under_vehicle_transferCase,under_vehicle_rearDriveShaft,under_vehicle_rearDifferential,under_vehicle_mufflerExhaustTips,under_vehicle_additionalIssuesUnderVehicle,under_the_hood_batteryStrength,under_the_hood_engineOilLevel,under_the_hood_engineOilCondition,under_the_hood_powerSteeringFluid,under_the_hood_starter,under_the_hood_driveBelts,under_the_hood_radiatorHosesClamps,under_the_hood_coolantOverflowTank,under_the_hood_brakeFluid,under_the_hood_brakeMasterCylinder,under_the_hood_coolantStrength,under_the_hood_coolantStrengthMeasurement,under_the_hood_transmissionFluid,under_the_hood_waterPumpNoiseLeaks,under_the_hood_alternator,under_the_hood_fuelSystemOperation,under_the_hood_coolingFanOperation,under_the_hood_acCompressorOperation,under_the_hood_acSystemLeaks,under_the_hood_batteryRating,under_the_hood_batteryActualMeasurement,under_the_hood_visibleOilLeaks,under_the_hood_additionalIssuesUnderHood,lighting_interiorLights,lighting_headlightsLowBeam,lighting_headlightsHighBeam,lighting_frontDRL,lighting_frontSignalLights,lighting_sideMarkerLights,lighting_fogLights,lighting_reverseLights,lighting_rearSignalLights,lighting_emergency4WayFlashers,lighting_brakeLights,lighting_tailLights,lighting_licensePlateLight,lighting_additionalIssuesLighting,interior_navigationOperation,interior_audioSystem,interior_audioSteeringWheelControls,interior_cigaretteLighterPowerOutlets,interior_rearCamera,interior_carpetFloorMats,interior_odors,interior_rearWindowDefrostOperation,interior_seats,interior_seatBelts,interior_powerSeatOperation,interior_driverFrontSeatHeater,interior_driverRearSeatHeater,interior_passengerRearSeatHeater,interior_passengerFrontSeatHeater,interior_headrests,interior_dashboard,interior_rearViewMirror,interior_headliner,interior_sunroofOperation,interior_waterLeaks,interior_sunVisors,interior_driverFrontDoorTrim,interior_driverRearDoorTrim,interior_passengerFrontDoorTrim,interior_passengerRearDoorTrim,interior_gloveBoxCenterConsole,interior_steeringWheelSteeringColumn,interior_horn,interior_doorHandles,interior_hoodRelease,interior_trunkRelease,interior_fuelDoorRelease,interior_spareTire,interior_spareTireTools,interior_keyFobCondition,interior_numberOfKeysFobs,interior_numberOfWorkingKeysFobs,interior_acOperationBlowsCold,interior_gloveBox,interior_centerConsole,interior_steeringWheel,interior_carSmokedIn,interior_conditionOfSeats,interior_numberOfKeysFobsDeclared,interior_navigationEquipped,interior_rearCameraEquipped,interior_sunroofEquipped,interior_seatsMaterial,interior_additionalIssuesInterior,interior_evChargingKit,test_drive_engineRPMIdle,test_drive_engine3000RPM,test_drive_vibrationWhileDriving,test_drive_vibrationWhileBraking,test_drive_steeringWheelStraight,test_drive_alignmentCheck,test_drive_cruiseControl,test_drive_parkingBreak,test_drive_automaticManualTransmissionShift,test_drive_clutchOperationEngagement,test_drive_abnormalWindNoise,test_drive_alignment,test_drive_brakingSystem,test_drive_cabinHeatBlowsHot,test_drive_testDriveCompleted,test_drive_acOperationBlowsCold,test_drive_testDriveStatus,test_drive_additionalIssuesTestDrive,bid_start,created_at,vehicle_lead_source,seller_type,valuation_autozen_low,valuation_autozen_high,valuation_cbb_trade_in_low,valuation_cbb_trade_in_high,valuation_highest_bid_amount,valuation_seller_asking_price,valuation_starting_price,car_age,month_of_year,Predicted_75_lower_bound,Predicted_75_upper_bound,Predicted_price
1174,2013,Subaru,Impreza,Touring 4D Wagon 5sp,gasoline,hardTop,125828.0,automatic,yes,no,no,,ok,ok,ok,ok,serviceSuggested,ok,,,ok,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,ok,,ok,,11.0,37.0,serviceSuggested,4.0,ok,ok,ok,ok,ok,,3.0,37.0,ok,5.0,ok,ok,ok,ok,ok,,11.0,37.0,serviceSuggested,4.0,ok,ok,ok,ok,ok,,11.0,serviceRequired,3.0,ok,ok,ok,ok,36.0,,,ok,serviceRequired,ok,ok,yes,no,no,ok,notAvailable,,notAvailable,,notAvailable,notAvailable,ok,serviceRequired,ok,ok,ok,ok,ok,ok,ok,ok,,,,,,ok,,ok,,,,,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,,ok,ok,,ok,,ok,ok,ok,notAvailable,notAvailable,notAvailable,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,ok,ok,,,ok,ok,ok,ok,ok,no,no,ok,,1.0,,,ok,ok,no,ok,2.0,no,yes,yes,leather,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,,ok,ok,ok,6513.0,2022-03-08 23:08:23,MQL,consumer,6323.0,7172.0,6139.0,6963.0,11200.0,,6513.0,10,3,10962.274332600844,11281.968581322883,10082.981
872,2018,Mini,Hatchback,Cooper 3D Hatchback,gasoline,hardTop,24231.0,automatic,no,yes,yes,BMW,ok,ok,ok,ok,ok,ok,,,ok,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,serviceSuggested,serviceSuggested,,,,32.0,,,,,,,,,,32.0,,,,,,,,,,32.0,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,notAvailable,,notAvailable,,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,,,,ok,,ok,,,,,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,ok,ok,,,ok,ok,ok,ok,ok,yes,yes,ok,,2.0,,,ok,ok,no,ok,2.0,yes,yes,no,cloth,,,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,notAvailable,ok,ok,ok,ok,,ok,ok,ok,17500.0,2022-03-21 23:03:07,MQL,consumer,18154.0,20032.0,20538.0,22361.0,17800.0,0.0,17500.0,5,3,17785.167903347763,19829.437993840646,18424.34
521,2016,Mercedes-Benz,GLC-Class,GLC300 4D Utility,gasoline,hardTop,90009.0,automatic,no,no,no,,ok,ok,ok,ok,serviceSuggested,ok,,,ok,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,ok,,ok,,7.0,39.0,ok,7.0,ok,ok,ok,ok,ok,,7.0,39.0,ok,7.0,ok,ok,ok,notAvailable,ok,,7.0,38.0,ok,7.0,ok,ok,ok,ok,ok,,7.0,ok,7.0,ok,ok,ok,ok,39.0,,,ok,ok,ok,ok,yes,no,no,,notAvailable,,notAvailable,,notAvailable,ok,,serviceRequired,ok,ok,ok,ok,ok,ok,ok,ok,,,,,,ok,,ok,,,,,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,,ok,,ok,ok,ok,notAvailable,notAvailable,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,ok,ok,,,ok,ok,ok,ok,ok,yes,yes,ok,,1.0,,,ok,ok,no,ok,2.0,yes,yes,no,leather,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,,ok,ok,,29500.0,2021-12-14 22:24:56,MQL,consumer,29128.0,31727.0,28280.0,30803.0,25900.0,0.0,29500.0,7,12,25910.1526184009,29626.639929876223,27154.842
236,2017,Chevrolet,Silverado 1500,LTZ Crew Cab SWB 4WD,gasoline,hardTop,110244.0,automatic,no,yes,yes,,ok,ok,ok,ok,ok,ok,,,ok,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,serviceSuggested,,,,,32.0,,,,,,,,,,32.0,,,,,,,,,,32.0,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,notAvailable,,notAvailable,,notAvailable,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,,,,ok,,ok,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,ok,,ok,ok,,ok,,ok,ok,ok,ok,notAvailable,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,,ok,ok,ok,ok,ok,yes,yes,ok,,1.0,,,ok,ok,no,ok,2.0,yes,yes,yes,leather,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,,ok,ok,,36000.0,2021-12-22 20:02:09,MQL,consumer,35678.0,38872.0,34639.0,37740.0,37700.0,0.0,36000.0,6,12,37668.34477293984,37783.40140240474,37222.652
335,2019,Ford,Mustang,Eco Premium 2D Coupe,gasoline,hardTop,5365.0,manual,yes,no,no,,notAvailable,ok,serviceSuggested,ok,serviceSuggested,ok,,,ok,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,ok,ok,serviceSuggested,,8.0,32.0,ok,5.0,ok,ok,ok,ok,serviceSuggested,,5.0,32.0,ok,5.0,ok,ok,ok,ok,serviceSuggested,,10.0,32.0,ok,5.0,ok,ok,ok,ok,serviceSuggested,,8.0,ok,5.0,ok,ok,ok,ok,32.0,,,ok,ok,ok,ok,yes,no,no,,ok,,ok,,ok,ok,ok,serviceRequired,ok,ok,notAvailable,ok,ok,ok,ok,notAvailable,,,,,,ok,,ok,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,,ok,ok,no ,ok,,ok,ok,ok,notAvailable,notAvailable,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,serviceSuggested,ok,serviceSuggested,,,ok,ok,ok,ok,ok,yes,yes,ok,,2.0,,,ok,ok,no,ok,1.0,no,yes,no,cloth,ok,,ok,ok,ok,serviceSuggested,ok,serviceSuggested,ok,ok,ok,notAvailable,ok,pullsRight,ok,ok,,ok,ok,,31864.0,2022-01-10 14:32:55,MQL,consumer,30936.0,33684.0,30035.0,32703.0,33100.0,,31864.0,4,1,33105.518163988585,33512.98097065909,32999.824
926,2016,Volkswagen,Tiguan,Comfortline 4D Utility 4Motion,gasoline,hardTop,81588.0,automatic,no,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,ok,ok,9.0,32.0,ok,5.0,ok,ok,ok,ok,ok,ok,9.0,32.0,serviceSuggested,4.0,ok,ok,ok,ok,ok,ok,8.0,32.0,ok,5.0,ok,ok,ok,ok,ok,ok,9.0,ok,5.0,ok,ok,ok,ok,34.0,,,ok,ok,ok,ok,yes,no,,,notAvailable,,notAvailable,,notAvailable,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,-44.0,ok,ok,ok,ok,ok,ok,ok,,,,,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,ok,ok,,ok,ok,ok,,ok,ok,,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,ok,ok,ok,ok,ok,yes,yes,ok,,1.0,,ok,ok,ok,no,ok,1.0,yes,yes,yes,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,yes,serviceSuggested,,,16300.0,2021-09-27 23:02:07,MQL,consumer,16300.0,18352.0,15517.0,16993.0,16500.0,0.0,16300.0,7,9,15787.637243935684,18359.54704110626,16492.436
284,2018,Volkswagen,Atlas,Execline 4D Utility 3.6,gasoline,hardTop,33019.0,,,,,,ok,ok,serviceSuggested,ok,ok,ok,ok,ok,ok,notAvailable,ok,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,notAvailable,serviceSuggested,,serviceRequired,ok,1.0,32.0,ok,1.0,ok,serviceRequired,ok,ok,ok,ok,1.0,32.0,ok,1.0,ok,ok,ok,ok,ok,ok,1.0,32.0,ok,1.0,ok,ok,ok,ok,ok,ok,1.0,ok,1.0,ok,ok,ok,serviceRequired,32.0,,,,,,,,,,,ok,ok,ok,ok,ok,ok,,,,,,,,,,,,,-42.0,,,,,,,,,,,,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,,,,,notAvailable,serviceRequired,notAvailable,notAvailable,notAvailable,ok,,notAvailable,ok,serviceRequired,notAvailable,notAvailable,ok,notAvailable,ok,ok,ok,serviceRequired,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,serviceRequired,ok,serviceSuggested,notAvailable,ok,notAvailable,serviceSuggested,ok,2.0,2.0,,,,,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,Ok,ok,,,,,,35340.0,2021-03-03 21:22:14,DDC,consumer,35340.0,43900.0,28760.0,35365.0,,,35340.0,5,3,18052.22505710138,36894.581001306135,32864.492
572,2018,Mitsubishi,Outlander,GT 4D Utility AWD,gasoline,hardTop,47348.0,automatic,yes,yes,yes,,ok,ok,serviceSuggested,serviceSuggested,serviceSuggested,ok,,,ok,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,serviceSuggested,,ok,ok,10.0,32.0,ok,6.0,ok,ok,ok,ok,ok,ok,10.0,32.0,ok,6.0,ok,ok,ok,ok,ok,ok,10.0,32.0,ok,6.0,ok,ok,ok,ok,ok,ok,10.0,ok,7.0,ok,ok,ok,ok,32.0,,,ok,ok,ok,ok,yes,yes,,,notAvailable,,notAvailable,,ok,ok,,serviceRequired,ok,ok,notAvailable,ok,ok,ok,ok,ok,,,,,,ok,,ok,,,,,,,ok,ok,ok,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,ok,,ok,ok,,ok,,ok,ok,ok,notAvailable,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,ok,ok,ok,ok,ok,yes,yes,ok,,1.0,,ok,ok,ok,no,ok,2.0,yes,yes,yes,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,yes,ok,,,24216.0,2021-10-02 19:08:02,DDC,consumer,24216.0,26361.0,22422.0,24408.0,24216.0,0.0,24216.0,5,10,24181.170854417265,24866.489007134667,24209.164
82,2018,Ford,F150,Lariat Supercab SWB 4WD,gasoline,hardTop,42255.0,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,notAvailable,ok,,ok,ok,6.0,34.0,ok,4.0,ok,ok,ok,notAvailable,ok,ok,5.0,35.0,ok,4.0,ok,ok,ok,notAvailable,ok,ok,8.0,34.0,ok,4.0,ok,ok,ok,notAvailable,ok,ok,8.0,ok,4.0,ok,ok,ok,notAvailable,31.0,,,,,,,,,,,notAvailable,notAvailable,notAvailable,notAvailable,notAvailable,ok,,ok,ok,ok,notAvailable,ok,ok,ok,ok,ok,ok,ok,-42.0,ok,ok,ok,ok,ok,ok,ok,810.0,742.0,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,notAvailable,ok,ok,ok,ok,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,2.0,2.0,,,,,,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,Ok,ok,ok,,,,,48250.0,2021-04-08 16:38:44,DDC,consumer,52200.0,56500.0,35860.0,42755.0,,,52200.0,5,4,22377.082191860052,44038.094834162184,45260.04
643,2016,Mazda,CX-3,GT 4D Utility AWD,gasoline,hardTop,39405.0,automatic,no,no,no,,ok,ok,serviceRequired,ok,ok,ok,,,ok,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,ok,ok,ok,,8.0,32.0,ok,11.0,ok,ok,ok,ok,serviceSuggested,,7.0,32.0,ok,11.0,ok,ok,ok,ok,serviceSuggested,,8.0,32.0,ok,11.0,ok,ok,ok,ok,ok,,8.0,ok,11.0,ok,ok,ok,ok,32.0,,,ok,ok,ok,ok,yes,no,no,,notAvailable,,notAvailable,,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,,,,ok,,ok,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,ok,ok,ok,ok,ok,no,no,ok,,1.0,,,ok,ok,no,ok,2.0,yes,yes,yes,leather,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,ok,22442.0,2022-01-18 00:02:09,MQL,consumer,21788.0,23727.0,21153.0,23036.0,22500.0,,22442.0,7,1,22495.4141157029,24175.259731685364,22768.277
760,2014,Jeep,Grand Cherokee,Limited 4D Utility 4WD,gasoline,hardTop,124976.0,automatic,no,no,no,,ok,ok,ok,ok,serviceSuggested,serviceRequired,,,ok,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,ok,,ok,,6.0,32.0,ok,7.0,ok,ok,ok,ok,ok,,5.0,32.0,ok,6.0,ok,ok,ok,notAvailable,ok,,5.0,32.0,ok,6.0,ok,ok,ok,notAvailable,ok,,6.0,ok,7.0,ok,ok,ok,ok,32.0,,,ok,ok,ok,ok,yes,no,no,,notAvailable,,notAvailable,,notAvailable,ok,,notAvailable,ok,,,,,,,,,,,,,notAvailable,,,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,ok,,ok,ok,,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,ok,ok,ok,ok,ok,yes,yes,ok,,1.0,,,ok,ok,no,ok,2.0,yes,yes,yes,leather,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,yes,ok,,,19105.0,2021-10-24 01:20:08,DDC,consumer,19105.0,20869.0,17690.0,19323.0,20000.0,,19105.0,9,10,19992.069742910367,20073.068667303705,20023.338
771,2014,Subaru,XV Crosstrek,Sport 5D Hatchback at,gasoline,hardTop,23376.0,automatic,no,unknown,unknown,,ok,ok,ok,ok,ok,ok,,,ok,,ok,,,ok,,notAvailable,,ok,,notAvailable,notAvailable,notAvailable,serviceSuggested,,ok,,8.0,40.0,ok,7.0,ok,ok,ok,ok,ok,,10.0,40.0,serviceSuggested,4.0,ok,ok,ok,notAvailable,ok,,8.0,40.0,serviceSuggested,4.0,ok,ok,ok,notAvailable,ok,,10.0,ok,7.0,ok,ok,ok,ok,40.0,,,ok,ok,ok,ok,yes,no,no,,notAvailable,,notAvailable,,notAvailable,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,,,,ok,,ok,,,,,ok,,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,ok,ok,,ok,ok,ok,,notAvailable,ok,no,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,serviceSuggested,ok,ok,ok,,,ok,ok,ok,ok,ok,yes,yes,ok,,2.0,,,ok,ok,no,ok,1.0,yes,no,yes,leather,ok,,ok,ok,serviceSuggested,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,,ok,ok,ok,14377.0,2021-12-09 06:51:57,MQL,consumer,14377.0,15669.0,13312.0,14508.0,19750.0,,14377.0,9,12,18911.45557227487,18527.640251454413,20152.19
327,2018,Nissan,Murano,Platinum 4D Utility AWD,gasoline,hardTop,68363.0,automatic,no,yes,unknown,,ok,ok,serviceSuggested,ok,ok,ok,,,ok,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,ok,ok,,,,32.0,,,,,,,,,,32.0,,,,,,,,,,32.0,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,notAvailable,,notAvailable,,notAvailable,ok,,ok,ok,ok,notAvailable,ok,ok,ok,ok,ok,,,,,,ok,,ok,,,,,serviceSuggested,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,notAvailable,ok,ok,,ok,ok,,ok,,ok,notAvailable,ok,notAvailable,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,ok,ok,ok,ok,ok,yes,yes,ok,,1.0,,,ok,ok,no,ok,2.0,no,yes,yes,cloth,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,yes,ok,,,30653.0,2021-11-26 06:48:02,MQL,consumer,30653.0,33393.0,28382.0,30919.0,33500.0,,30653.0,5,11,33544.721618112446,33504.2815093091,33252.832
684,2017,Chevrolet,Volt,LT 5D Hatchback,electric,hardTop,41812.0,automatic,no,unknown,unknown,,ok,ok,ok,ok,ok,ok,,,ok,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,ok,,ok,,6.0,36.0,ok,8.0,ok,ok,ok,ok,ok,,5.0,36.0,ok,8.0,ok,ok,ok,notAvailable,serviceRequired,,6.0,36.0,ok,8.0,ok,ok,ok,notAvailable,serviceSuggested,,6.0,ok,6.0,ok,ok,ok,ok,36.0,,,ok,ok,ok,ok,yes,no,no,,notAvailable,,notAvailable,,notAvailable,ok,,serviceRequired,ok,ok,ok,ok,ok,ok,ok,ok,,,,,,ok,,ok,,,,,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,serviceSuggested,ok,serviceSuggested,serviceRequired,,ok,ok,k,serviceSuggested,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,,,,ok,ok,ok,ok,ok,yes,yes,ok,,2.0,,,ok,ok,yes,ok,2.0,no,no,yes,leather,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,yes,ok,,,21680.0,2021-12-08 23:03:29,MQL,consumer,21680.0,23604.0,20074.0,21856.0,21680.0,,21680.0,6,12,21697.4870002612,23946.61178804495,21797.557
279,2017,Jaguar,F-Pace,R-Sport 4D Utility 35t,gasoline,hardTop,88834.0,automatic,no,yes,yes,Lloyds,ok,ok,serviceSuggested,serviceRequired,serviceSuggested,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,notAvailable,serviceRequired,,ok,ok,6.0,33.0,ok,6.0,ok,ok,ok,ok,ok,ok,6.0,34.0,ok,6.0,ok,ok,ok,ok,ok,ok,6.0,34.0,ok,5.0,ok,ok,ok,ok,ok,ok,6.0,ok,6.0,ok,ok,ok,ok,34.0,,,ok,ok,ok,ok,yes,no,,,notAvailable,notAvailable,notAvailable,notAvailable,notAvailable,ok,,serviceRequired,notAvailable,notAvailable,notAvailable,ok,ok,ok,ok,ok,ok,ok,-50.0,ok,ok,ok,ok,ok,ok,ok,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,ok,ok,ok,ok,No,ok,,ok,ok,ok,notAvailable,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,ok,serviceSuggested,ok,ok,,,ok,ok,ok,ok,ok,no,no,ok,,1.0,,ok,ok,ok,no,ok,2.0,,,,,,,ok,ok,notAvailable,notAvailable,ok,notAvailable,notAvailable,ok,ok,notAvailable,notAvailable,notAvailable,notAvailable,ok,no,ok,,,34855.0,2021-08-30 23:03:09,MQL,consumer,34745.0,37927.0,32171.0,35118.0,35500.0,0.0,34745.0,6,8,35412.50319036432,35813.7623740487,35723.184
1274,2013,Mini,Cooper,Base 2D Coupe,gasoline,hardTop,73000.0,automatic,no,no,no,,ok,ok,serviceSuggested,ok,serviceSuggested,ok,,,serviceSuggested,,serviceSuggested,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,serviceSuggested,ok,ok,,7.0,32.0,ok,7.0,ok,ok,ok,ok,ok,,8.0,32.0,ok,6.0,ok,ok,ok,ok,ok,,8.0,32.0,ok,6.0,ok,ok,ok,ok,ok,,8.0,ok,7.0,ok,ok,ok,ok,32.0,,,ok,ok,ok,ok,no,no,no,,notAvailable,,notAvailable,,notAvailable,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,,,,ok,,ok,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,notAvailable,ok,ok,,ok,ok,vaped,ok,,ok,notAvailable,ok,notAvailable,notAvailable,ok,ok,ok,ok,ok,notAvailable,ok,ok,serviceSuggested,ok,ok,ok,,,ok,ok,ok,ok,ok,yes,yes,ok,,1.0,,,ok,ok,no,ok,1.0,no,yes,no,cloth,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,,ok,ok,,13000.0,2022-02-12 07:20:51,MQL,consumer,6471.0,7320.0,6283.0,7107.0,7100.0,0.0,13000.0,10,2,7601.526480236425,7685.5716197569445,7660.03
