,id,vehicle_vin,vehicle_mileage,vehicle_lead_source,seller_type,num_auctions,valuation_autozen_low,valuation_autozen_high,valuation_cbb_trade_in_low,valuation_cbb_trade_in_high,valuation_cbb_base_retail_avg,valuation_highest_bid_amount,valuation_seller_asking_price,valuation_starting_price
9733,2E22jdZmZxDNsB2GmXfP8KdGqCB,,75000.0,MQL,consumer,1,45462.0,46216.0,41160.0,44870.0,,,,46826.0
9734,2E261wYoGeR6UVazF7Znr90TkAd,,19567.0,MQL,consumer,1,63040.0,68641.0,61204.0,66642.0,,,,64931.0
9735,2E29PpvzUf3TRNRReRiyh7kerWN,,31000.0,MQL,consumer,1,22813.0,24123.0,21510.0,23420.0,,,,23497.0
9736,2E2au359h0RDTVXvkpVxonjMUgs,,18300.0,MQL,consumer,1,41195.0,44764.0,39920.0,43460.0,,,,42431.0
9737,2E2dlOiAIo8et2ib9DwPCw7LNcn,WA1WXAF72LD001268,30205.0,DDC,consumer,1,68825.0,72447.0,65879.0,71730.0,,73681.0,0.0,68825.0
9738,2E2DXD6Rk76nfIFZpQb1tpFfgtX,,33523.0,MQL,consumer,1,4429.0,10197.0,9080.0,9900.0,,,,
9739,2E2EDF3gtW4wUOoHIm3oUNE6a6f,,104000.0,MQL,consumer,1,26548.0,28428.0,25290.0,27600.0,,,,27344.0
9740,2E2FYYyBAQoZhzwsoAEZIUcrpnh,,33325.0,MQL,consumer,1,6231.0,7056.0,6050.0,6850.0,,,,6418.0
9741,2E2g2nQO41nHXsCuzhGDxoEY7JW,,150000.0,MQL,consumer,1,19551.0,32328.0,28723.0,31386.0,,,,
9742,2E2gYpC0yGsYye6ut5iNCoJwHCX,3C4NJDCB1LT243640,56114.0,DDC,consumer,1,32666.0,33309.0,30212.0,32979.0,,32666.0,,32666.0
9743,2E2htsLvyEjqbC75vLr58Xvg58i,,50.0,MQL,consumer,1,91155.0,96832.0,86337.0,94012.0,,,,93890.0
9744,2E2k99FhqqFMRKYLezBgjpudq9s,,128748.0,MQL,consumer,1,3639.0,4488.0,3533.0,4357.0,,,,3748.0
9745,2E2k9o3Bvem5i87WPBlhkvF35PA,,26600.0,MQL,consumer,1,21320.0,24539.0,21878.0,23824.0,,,,21960.0
9746,2E2kJqOzuzVy6tkdTAkIzNMtkBn,KNDJT2A65C7740035,80934.0,MQL,consumer,1,3745.0,4577.0,3708.0,4532.0,,4200.0,,3745.0
9747,2E2kV5Z6N7t1OpJrl0OTgItBNjB,,6000.0,MQL,consumer,1,59431.0,66250.0,59010.0,64320.0,,,,61214.0
9748,2E2kwzacfXNc4JRkDlSjnX3sP2c,,75000.0,MQL,consumer,1,6365.0,7214.0,6180.0,7004.0,,,,6556.0
9749,2E2MapTCr07RJD9hipOt7ded4o6,,12345.0,MQL,consumer,1,35822.0,38999.0,34779.0,37863.0,,,,36897.0
9750,2E2Ni0SOU0ESrUHzKtw5MyM14Ox,,100000.0,MQL,consumer,1,12051.0,25925.0,23020.0,25170.0,,,,
9751,2E2NkBtBg1pG0l3ouOMPSSkRpap,5YJ3E1EB5MF035669,28414.0,MQL,consumer,1,72274.0,77850.0,61240.0,66760.0,,0.0,0.0,61240.0
9752,2E2NTDTuG86W3kHVQza9znhGk09,,4000.0,MQL,consumer,1,10434.0,20188.0,18000.0,19600.0,,,,
9753,2E2OyoZ1WZnTfIJonfffXbpUBA6,5YJYGDEE9LF047012,18037.0,MQL,consumer,1,80888.0,87221.0,70610.0,76880.0,,0.0,0.0,70610.0
9754,2E2PYuBSJvGoaenlgTaN43yVAPU,,98500.0,MQL,consumer,1,12073.0,13155.0,11721.0,12772.0,,,,12435.0
9755,2E2qq68skL5QeJ5qoaqArui8LeQ,,150000.0,MQL,consumer,1,21702.0,23770.0,21070.0,23078.0,,,,22353.0
9756,2E2tG4WZcQYSTu7mHXFvyHOyZst,,7000.0,MQL,consumer,1,16604.0,18089.0,16120.0,17562.0,,,,17102.0
9757,2E2tJUJ8HRG6ys0BMq3EAZHTJYw,,7000.0,MQL,consumer,1,16466.0,17929.0,15986.0,17407.0,,,,16960.0
9758,2E2tKyrTrPYFcKkdK4QWLP46myW,,7000.0,MQL,consumer,1,12211.0,22045.0,19652.0,21403.0,,,,
9759,2E2tL4ES5ZrttuziNobGxxD3udf,,7000.0,MQL,consumer,1,12211.0,22045.0,19652.0,21403.0,,,,
9760,2E2tMikoQHsv4UIp8Vw81IZPsZb,,7000.0,MQL,consumer,1,16604.0,18089.0,16120.0,17562.0,,,,17102.0
9761,2E2tVLA1sRoR9hqOqzGv1CathMq,,60000.0,MQL,consumer,1,34197.0,37046.0,30379.0,33145.0,,,,35223.0
9762,2E2urnTRlSC8SisXK4410KYIY2w,,67000.0,MQL,consumer,1,20423.0,22311.0,19828.0,21661.0,,,,21036.0
9763,2E2YxjiHdkdrpjw0GEqJLOfyyRD,1C4PJMCS0GW139150,68606.0,MQL,consumer,1,18720.0,19380.0,17617.0,19188.0,,23436.0,,18720.0
9764,2E332O7BMLWHGV2UDb0pzz632d5,2T1BURHE4KC225399,140218.0,MQL,consumer,4,11932.0,13357.0,11814.0,13225.0,,16000.0,0.0,16000.0
9765,2E34M6Z4ECQZmW3dFEyFlNHzxdu,SADCM2FV3KA611044,77001.0,MQL,consumer,1,45800.0,49966.0,45347.0,49471.0,,45800.0,,45800.0
9766,2E36iazKP62pe2eOcILXLhGZDpe,5YJ3E1EA5NF336063,690.0,MQL,consumer,1,67842.0,68037.0,61851.0,67363.0,,0.0,0.0,65255.0
9767,2E38chthlT7BeHuWn7Wmj2e34E7,5YJ3E1EA0MF875396,39182.0,MQL,consumer,1,63587.0,68726.0,56011.0,61099.0,,0.0,0.0,60025.0
9768,2E3Agjvyoi27cOKDNRZYld0DLOC,,87000.0,MQL,consumer,1,45451.0,49492.0,44128.0,48050.0,,,,46815.0
9769,2E3Bi6LdiDd2nT6unouWVyjJ5pb,WDDLJ9BB3GA170540,85800.0,MQL,consumer,4,43809.0,47770.0,43375.0,47297.0,,39000.0,0.0,38500.0
9770,2E3c8fBb7UKzT8dklrTTL9QlQmi,,2030.0,MQL,consumer,1,29669.0,31858.0,28413.0,30930.0,,,,30559.0
9771,2E3CI1nKVhr0vDP2ugtFVwAPx7m,WBA8A3C55GK688551,92849.0,MQL,consumer,1,17694.0,17816.0,16100.0,17640.0,,16100.0,0.0,16100.0
9772,2E3fZkDxhcOw5F13PNnSxbtjWVc,,50000.0,MQL,consumer,1,25112.0,27339.0,24380.0,26543.0,,,,25865.0
9773,2E3lfVwn1LVWsCbvJhoh7UfgmtK,1C6SRFLT0MN732488,35780.0,MQL,consumer,1,54569.0,59411.0,54029.0,58823.0,,,,54569.0
9774,2E3mkAgQxyeEifgG0LkfcPJC5pT,KL8CD6SA8JC446240,29081.0,DDC,consumer,1,16333.0,17789.0,16171.0,17613.0,,17200.0,16500.0,16333.0
9775,2E3n7I5itxQskTzoskYVahWKLO6,,12500.0,MQL,consumer,1,31276.0,40888.0,36462.0,39697.0,,,,32214.0
9776,2E3NHdH6TPoKmQlgcaC0yI3mvUB,,86000.0,MQL,consumer,1,3183.0,4031.0,3090.0,3914.0,,,,3278.0
9777,2E3noZzd3FdLlVWmfjR3g5WCYBs,JM3TCBDY5M0450143,75355.0,DDC,consumer,1,20766.0,22666.0,20161.0,22006.0,,,29999.0,21389.0
9778,2E3own9qp5oq6ajhfSriE8Dcvke,5UXKR0C54J0X87959,65997.0,DDC,consumer,1,40812.0,42814.0,38722.0,42390.0,,,46000.0,40812.0
9779,2E3PbHP04umV5YHispGpW3VXjsr,3VWD07AJ4GM351323,130115.0,MQL,consumer,1,13069.0,14241.0,12940.0,14100.0,,11956.0,0.0,12940.0
9780,2E3Pln6kG1YG1GnPQSzwMcZeQWI,JN8AS5MT4DW033607,103244.0,MQL,consumer,1,6558.0,7201.0,6330.0,7130.0,,8700.0,0.0,6330.0
9781,2E3TEZGsv8vmxUWQ53TQJqyJWL1,19UUB3F51KA802670,37456.0,DDC,consumer,1,30384.0,31330.0,28490.0,31020.0,,31200.0,35990.0,28490.0
9782,2E3Vo273JXCna7gNpEs2pvLHTA9,,80000.0,MQL,consumer,1,32792.0,35519.0,29015.0,31662.0,,,,33776.0
9783,2E3VvRhQ1fqgipLh7NoC0jCihGt,,96000.0,MQL,consumer,1,50111.0,56366.0,48651.0,54724.0,,,,51614.0
9784,2E3Ww52A5yJVKoiY326EpuT6qu1,JF1VA1G6XH8812475,49167.0,MQL,consumer,1,27859.0,30335.0,27583.0,30035.0,,27859.0,,27859.0
9785,2E3YfnZ4pzjhH5nD8ypMECEFTqK,3VWDA7AJ8FM223999,143260.0,DDC,consumer,1,11352.0,12373.0,11240.0,12250.0,,0.0,14000.0,11240.0
9786,2E3ZIUKSSimInVOcIiuE2a0BUlp,3TYCZ5AN7NT087124,1566.0,MQL,consumer,1,45390.0,49418.0,44941.0,48929.0,,50065.0,0.0,50065.0
9787,2E42p5cAkXItzekSGO9UXipK2uw,,143000.0,MQL,consumer,1,18833.0,20653.0,18293.0,20051.0,,,,19398.0
9788,2E4dnfnR5k7OrSm5N7J0tTkij2n,,149000.0,MQL,consumer,1,6651.0,7509.0,6458.0,7290.0,,,,6851.0
9789,2E55O2Jafz35B3zMAapKObAqtOm,,28000.0,MQL,consumer,1,69770.0,75322.0,60110.0,65500.0,,,,71863.0
9790,2E55WL3OzmCbOQw1mxqno6EUp8Y,,28000.0,MQL,consumer,1,60748.0,65517.0,51280.0,55910.0,,,,62570.0
9791,2E55XEy0oWlKealpeeLE3xOfWnN,,28000.0,MQL,consumer,1,75902.0,81411.0,72590.0,79040.0,,,,78179.0
9792,2E55ZOCbcSGwSBM1MHioWtglYyt,,28000.0,MQL,consumer,1,84470.0,84563.0,75270.0,82100.0,,,,87004.0
9793,2E5BmrkEx0vUaJJ8mj8X2dAvqsl,KMHLM4AJ7NU030785,8663.0,DDC,consumer,2,32519.0,34725.0,24617.0,26801.0,,35619.0,38500.0,32519.0
9794,2E5BOCwbU3hvJsUso45PJDgzDUj,5YJ3E1EA5NF157408,17486.0,DDC,consumer,1,66803.0,72045.0,58460.0,63650.0,,0.0,67499.0,58460.0
9795,2E5bz3c1mIGPoJVKOLUQ0OI7IRw,1C4AJWAG9HL689952,80117.0,MQL,consumer,1,23539.0,24979.0,22641.0,24732.0,,,,23539.0
9796,2E5chJcRlF37BSl44jmKS5xQvxA,3VW1K7AJ5FM251095,148562.0,MQL,consumer,6,6353.0,7161.0,6290.0,7090.0,,8700.0,0.0,6290.0
9797,2E5d3Eg0ZlMeFJV2RR1t1vPLD0u,,80000.0,MQL,consumer,1,12975.0,16562.0,14740.0,16080.0,,,,13364.0
9798,2E5DhiAsEm1HXwq4NIQ4YgphB8V,1C6JJTBG3LL114310,50423.0,MQL,consumer,1,50204.0,54263.0,44982.0,49001.0,,50204.0,,50204.0
9799,2E5dTXSAhkor8J7VSBRPP7W3lLv,55SWF6GB6FU030342,105170.0,DDC,consumer,1,25191.0,26241.0,23649.0,25981.0,,25191.0,27888.0,25191.0
9800,2E5G5grK9zVkAvmoq8qeQxXUiVf,,92000.0,MQL,consumer,1,12635.0,13856.0,12267.0,13452.0,,,,13014.0
9801,2E5iqyPalI6kBYOwKd0uEJjDbVV,,90000.0,MQL,consumer,1,26782.0,28246.0,25657.0,27966.0,,,,26782.0
9802,2E5j8O3oOsQLAT61JK7XLeUO4C2,WBA8F1C57JK898212,71412.0,DDC,consumer,1,28109.0,31112.0,28217.0,30804.0,,28109.0,37000.0,28109.0
9803,2E5ju43na1iNbeg73sCyLvSyNFc,,105000.0,DDC,consumer,1,33307.0,35118.0,31800.0,34770.0,,,40999.0,33307.0
9804,2E5kePOI74SxSzVQzhPiqfdF8wt,4S3GKAU66H3601730,24147.0,DDC,consumer,1,24437.0,26611.0,24195.0,26348.0,,26101.0,29000.0,24437.0
9805,2E5lns8QgX4qY306JbGp6jKfhoz,2T3BFREV0JW731671,85382.0,DDC,consumer,1,24372.0,25335.0,22973.0,25084.0,,25700.0,29800.0,24372.0
9806,2E5lseuvkhklUuRmgTgnosKcKfj,19UUB1F47LA800001,51280.0,MQL,consumer,1,28499.0,31047.0,28217.0,30740.0,,33000.0,,28499.0
9807,2E5nLESXZpY4msrOlUhVtm61GsR,5XYPHDA56KG516580,41131.0,DDC,consumer,4,33371.0,36334.0,33041.0,35974.0,,33371.0,36900.0,33371.0
9808,2E5oCdI000XhlnDNovkbGB7Ajkz,WDDSJ4GB1FN281442,76269.0,MQL,consumer,1,18712.0,20139.0,18320.0,19940.0,,0.0,0.0,18320.0
9809,2E5OvwL113xHzhcpkMyYENXYlIY,SALRTBBV2HA016976,61270.0,DDC,consumer,1,50244.0,54714.0,48780.0,53120.0,,0.0,0.0,48780.0
9810,2E5pfCRfegfQ7Ow0jzrkjHU8AUO,,40000.0,MQL,consumer,1,20164.0,21787.0,18066.0,19673.0,,,,20164.0
9811,2E5pWIaI4mXixs8sUYSn9TUX3Y7,,100000.0,MQL,consumer,1,20041.0,21819.0,19843.0,21603.0,,,,20041.0
9812,2E5qg5jpYPIa6WvVSLgYM6WrTq2,,80000.0,MQL,consumer,1,17353.0,18970.0,17181.0,18782.0,,,,17353.0
9813,2E5QKy8aqMEBMZ2fCiuCRVqp6vj,,120000.0,MQL,consumer,1,31515.0,33234.0,29563.0,32266.0,,,,32460.0
9814,2E5qsB7eUcx4w4M2V8kIj0QghpG,7SAYGDEF3NF347885,7852.0,MQL,consumer,1,96839.0,104919.0,95400.0,103880.0,,0.0,0.0,93000.0
9815,2E5sTun9nyt1cH1JcFH7CNDWIFZ,WBA2N3C55JVC29605,33988.0,DDC,consumer,1,43027.0,46845.0,42601.0,46381.0,,,49988.0,43027.0
9816,2E5Wzqq0yhoHL9skA9h90SIM9QB,JTHG81F20M5046117,14693.0,DDC,consumer,1,44403.0,46796.0,42548.0,46333.0,,44403.0,48000.0,44403.0
9817,2E5zIkz6MajqBUdhPSlWkkyxXv8,,27800.0,MQL,consumer,1,49141.0,53509.0,48654.0,52979.0,,,,49141.0
9818,2E6458LLmtgUDMAPF4ON3JcuZ7S,WP1BA2AY4LDA48294,10376.0,MQL,consumer,7,80027.0,87136.0,79235.0,86273.0,,90000.0,0.0,81628.0
9819,2E64ATYw1HXohoJQk1HP4oQt3Hc,,114000.0,MQL,consumer,1,38461.0,54086.0,49120.0,53550.0,,,,
9820,2E652D5r89nQlV8J5bSHVHFUQsg,1FA6P8TH7J5161154,65249.0,DDC,consumer,1,23032.0,25134.0,22804.0,24885.0,,,30000.0,23032.0
9821,2E65t1lK536W0EGSMbdzeCx9ddH,5YJ3E1EA6MF867948,27937.0,DDC,consumer,1,63587.0,68726.0,56011.0,61099.0,,,69000.0,63587.0
9822,2E66qJyPzcccLhDwaXuNpE4H51k,3GNCJPSB9HL229378,90036.0,MQL,consumer,2,14389.0,14978.0,13603.0,14830.0,,17500.0,,14389.0
9823,2E67ar4bLUKiI9N22C0GrJq7KEJ,JTJBARBZ3K2216080,36201.0,DDC,consumer,1,35871.0,39923.0,36305.0,39528.0,,37650.0,,35871.0
9824,2E6Bjg0cPCtrSynC0prpAS0W6gB,19UUB1F66LA800167,67034.0,DDC,consumer,1,32727.0,34923.0,31747.0,34577.0,,33127.0,0.0,32727.0
9825,2E6cglijMDn4FDaYdUGFoGg9YHK,,150000.0,MQL,consumer,1,5150.0,5982.0,5099.0,5923.0,,,,5150.0
9826,2E6cruusRBSbewUALlKLrLl4Vpu,,130000.0,MQL,consumer,1,17911.0,18519.0,16297.0,18336.0,,,,17911.0
9827,2E6cXRVQdHyKYCkJzaNF4QZry6k,,120000.0,MQL,consumer,1,21491.0,23267.0,18595.0,20353.0,,,,21491.0
9828,2E6GlaS85f8DEs0b7JB5EugvN6b,,13000.0,MQL,consumer,1,45725.0,50429.0,45860.0,49930.0,,,,45725.0
9829,2E6r1fVhks6J4cc4I4jfIUxXr4j,,97000.0,MQL,consumer,1,19853.0,42194.0,38324.0,41776.0,,,,
9830,2E6R2DwC8XrmWLMGCsQ3JcFCM5O,,70590.0,MQL,consumer,1,27787.0,30936.0,28060.0,30630.0,,,,27787.0
9831,2E6RR2htrW4oxvVj8Psd1BQU58P,WAUBNAF44JN018853,70740.0,MQL,consumer,1,27787.0,30936.0,28060.0,30630.0,,0.0,0.0,28060.0
9832,2E6VVembNaBHaPgd7kTXNbGz0jE,,17.0,MQL,consumer,1,77616.0,84514.0,76848.0,83677.0,,,,77616.0
9833,2E6VYyqtSq3vSeFvbp0CCugUaeR,,17.0,MQL,consumer,1,82392.0,89715.0,81576.0,88827.0,,,,82392.0
9834,2E73Kr8jVDvKCLowIZ4oQsm9P9A,,12000.0,MQL,consumer,1,33343.0,36848.0,33498.0,36483.0,,,,33343.0
9835,2E7AhoswuG70ONuqSG1EHh1Hclo,5NPE34AF2FH075978,113321.0,MQL,consumer,1,13903.0,15209.0,13812.0,15058.0,,14103.0,0.0,16000.0
9836,2E7b91rMJH3fkJRAFoRSfer06eQ,JM1DKDC78K0440546,55012.0,MQL,consumer,1,17450.0,20010.0,17450.0,19010.0,,21044.0,0.0,17974.0
9837,2E7Dai7dgm1TBmU94n9c9pkAG2q,,109800.0,MQL,consumer,1,10483.0,17289.0,15707.0,17118.0,,,,
9838,2E7MucctjcFNudoxGCsMrtiGUQT,,80219.0,MQL,consumer,1,24360.0,26013.0,23634.0,25755.0,,,,24360.0
9839,2E7mZ2Lq4xaaziA3Jhm2gK8mcCw,SALWR2EF2GA567672,121429.0,MQL,consumer,1,45254.0,49011.0,40410.0,44130.0,,0.0,0.0,40410.0
9840,2E7p3Pt1LMipOuFaPNrl8cFjA3P,2FMPK3G9XGBB00724,146593.0,MQL,consumer,1,12226.0,13445.0,12105.0,13312.0,,,,12226.0
9841,2E7pyFmHULkufoTlejPNbIF5WzO,,28000.0,MQL,consumer,1,72274.0,77850.0,61240.0,66760.0,,,,72274.0
9842,2E7sAn6vS3TmrqAK4hpJaNCXU48,,72000.0,MQL,consumer,1,21868.0,23803.0,21651.0,23567.0,,,,21868.0
9843,2E7yBL7tXmKE0k4jw3Kt6koCfct,,59000.0,MQL,consumer,1,30138.0,30441.0,27680.0,30140.0,,,,30138.0
9844,2E83xDn7TcT8hoY2qzBsSIUPJAz,,101.0,MQL,consumer,1,35134.0,43630.0,39676.0,43198.0,,,,35134.0
9845,2E861ZSjXcKOaLKxqlpwedATh0P,5YJ3E1EA5NF330229,36.0,DDC,consumer,1,66803.0,72045.0,58460.0,63650.0,,0.0,0.0,58460.0
9846,2E89zIfX0OLG3kfj3SUN3yJ7j9t,,29700.0,MQL,consumer,1,35031.0,38141.0,34684.0,37763.0,,,,35031.0
9847,2E8ala9eKTYA6xLeCLS7cIf9tIJ,,56000.0,MQL,consumer,1,9539.0,10403.0,9445.0,10300.0,,,,9539.0
9848,2E8aWzpneATul2S4zZcJFx1Rww8,,56000.0,MQL,consumer,1,9539.0,10403.0,9445.0,10300.0,,,,9539.0
9849,2E8BSYmf5edfeaZP4cX6g7iim3P,,150000.0,MQL,consumer,1,16360.0,18810.0,17076.0,18624.0,,,,16360.0
9850,2E8CFadyx79URxUPd87XG9Ua4M9,,110000.0,DDC,consumer,1,42655.0,44593.0,21560.0,23479.0,,,25000.0,42655.0
9851,2E8E2bQUVHLW7mck6WyYyqtEGnQ,,81000.0,MQL,consumer,1,37355.0,40353.0,32548.0,35516.0,,,,37355.0
9852,2E8HXMmi6PccJIB5zIbmi5V31ok,1N6AA1E56JN542524,18842.0,MQL,consumer,1,40518.0,44124.0,40117.0,43687.0,,38400.0,0.0,38000.0
9853,2E8LDoHWRmt16hNaiumZqU2Kehq,,132000.0,MQL,consumer,1,6506.0,7330.0,4712.0,5528.0,,,,6506.0
9854,2E8njJtmRNRgEPL3eGnfDmj6C4V,5TDKZ3DC8LS072876,5816.0,MQL,consumer,1,38477.0,41901.0,38096.0,41486.0,,41499.0,,38477.0
9855,2E8OEfDwXDYMvBvN9s8aHIHbbLW,5UXKT0C59G0S79416,83666.0,DDC,consumer,2,33455.0,36369.0,33009.0,36009.0,,33855.0,39998.0,33455.0
9856,2E8OxqUv0gAiqzCPfSLV6vTPxIO,,37000.0,DDC,consumer,1,22054.0,24010.0,21836.0,23772.0,,,26500.0,22054.0
9857,2E8p3lA79lq24E6aVWh07yLFTOR,,45000.0,MQL,consumer,1,76250.0,81680.0,60496.0,65872.0,,,,76250.0
9858,2E8syNvJMRw5Z8AwNyTYscd1iI8,1G1YU2D64G5609003,29843.0,MQL,consumer,2,76120.0,82886.0,75366.0,82065.0,,76120.0,,76120.0
9859,2E8UlwPU4cHGPdcsxF4mqKfG6qu,1FMCU9H93DUA05597,117706.0,MQL,consumer,2,9383.0,10322.0,9290.0,10220.0,,10100.0,12000.0,9290.0
9860,2E8vhicWNBhhW4ckFFH9bQLfaz5,,90000.0,MQL,consumer,1,24970.0,26321.0,23900.0,26060.0,,,,24970.0
9861,2E8wwhcP0nxcHJvHwjOGbKOib2g,KM8JT3AFXFU083983,144410.0,MQL,consumer,1,9244.0,10084.0,9152.0,9984.0,,,,9244.0
9862,2E8yRJVxupneBs13uuOJJY70nD4,1G1FB1RX0L0117889,29949.0,DDC,consumer,1,30387.0,33082.0,30086.0,32754.0,,0.0,44000.0,36387.0
9863,2E94av1KPmKxpqL5VDXc7eCeBVe,1GYS4CKJ9GR461007,114050.0,MQL,consumer,1,44977.0,46904.0,42590.0,46440.0,,0.0,0.0,42590.0
9864,2E95HwYFaqtGkVMTOhxgCwDopn2,,150000.0,MQL,consumer,1,21316.0,21826.0,19850.0,21610.0,,,,21316.0
9865,2E9ddbs17HxwekGDkg1DIZzg0Ya,JM3TCBDY5M0450143,47438.0,DDC,consumer,1,42125.0,44715.0,40487.0,44272.0,,42350.0,0.0,43125.0
9866,2E9HkJ0OoclJ666ld9Khh41c8We,,140000.0,MQL,consumer,1,12878.0,14128.0,12750.0,13988.0,,,,12878.0
9867,2E9KYNhpQzVDVUpYYgR3RcNeWt5,,8200.0,DDC,consumer,1,32519.0,34725.0,24617.0,26801.0,,,,32519.0
9868,2E9LstF92v1PD2dgFbQmvwgMv1Z,1C6RR7FT7GS218949,140543.0,MQL,consumer,1,16628.0,18153.0,16463.0,17973.0,,16650.0,,16628.0
9869,2E9TxBNQfT2Vwsi654VTvjFrtM2,,27500.0,MQL,consumer,1,62176.0,66736.0,50732.0,55247.0,,,,62176.0
9870,2EabPrYM3EaylGikYROOvAaMBsc,,890.0,MQL,consumer,1,76356.0,83143.0,75600.0,82320.0,,,,76356.0
9871,2EAgtTQiOPqMGifkZHRpqjEWw9y,,5200.0,MQL,consumer,1,83573.0,85252.0,77518.0,84408.0,,,,83573.0
9872,2EAgzsRHcuLq8cwQoqJJ2BaOYQP,,5200.0,MQL,consumer,1,81321.0,87574.0,69695.0,75886.0,,,,81321.0
9873,2EAhCor74xiol36XkK8AUxnEbnu,,5200.0,MQL,consumer,1,67842.0,68037.0,61851.0,67363.0,,,,67842.0
9874,2EAhwVj8jnG9CQ3UkBYZI6plGEe,,9600.0,MQL,consumer,1,35753.0,39936.0,36317.0,39541.0,,,,35753.0
9875,2EaJmkziW3WRcrY9IfxxBxBKBB8,WDC0G4KB2KV143307,81767.0,MQL,consumer,1,36747.0,39868.0,32370.0,35460.0,,0.0,0.0,32370.0
9876,2EaJntIfdqCjQYGkM0IirGcggtU,1G1JC6EH5D4206449,112935.0,MQL,consumer,1,4432.0,5264.0,4388.0,5212.0,,5300.0,0.0,5100.0
9877,2EaJYuJA1MDYw32oZyIwy4EPS83,,80000.0,MQL,consumer,1,36747.0,39868.0,32370.0,35460.0,,,,36747.0
9878,2EakZtNj8VXiYgUTsPao9XepJU4,,100700.0,MQL,consumer,1,20082.0,21289.0,12587.0,13782.0,,,,20082.0
9879,2EalOIWe1BPpwiin2Ffehl7Td83,,100900.0,MQL,consumer,1,13566.0,14856.0,13432.0,14709.0,,,,13566.0
9880,2EAlSNZ5nzJHCfgiVydef6NFkHA,,55000.0,MQL,consumer,1,24222.0,26428.0,23982.0,26166.0,,,,24222.0
9881,2EaLuYHxF68yMb9no3YJ7KvrTlT,55SWF4KB2HU216538,70024.0,FAMILY,consumer,1,27916.0,29346.0,26617.0,29055.0,,0.0,0.0,30655.0
9882,2EalWBMD1hIPdLpxMVdjAlnP07l,,100900.0,MQL,consumer,1,15210.0,16625.0,15059.0,16460.0,,,,15210.0
9883,2EAqaZ6voRqA7N19co9xpxTTJjs,,30000.0,MQL,consumer,1,25723.0,28899.0,26286.0,28613.0,,,,25723.0
9884,2EaSbZjzaf3oQGCQdsuE3Y7Qw6S,,25000.0,MQL,consumer,1,30985.0,33409.0,27027.0,29427.0,,,,30985.0
9885,2EateiVnxdI8TgnaAR26VttQ2eO,3VW217AU0FM013401,142226.0,MQL,consumer,1,15375.0,16749.0,15223.0,16583.0,,0.0,0.0,14375.0
9886,2EaVCvlctPUMiCkRwMHTMD8CKNY,,113000.0,MQL,consumer,1,20816.0,23417.0,20610.0,23185.0,,,,20816.0
9887,2EaVjR2McQaWQH6O68RXiVirvDX,3FMTK1RM2MMA35463,6740.0,MQL,consumer,1,59278.0,62120.0,56493.0,61505.0,,59378.0,,59278.0
9888,2EaWbVjBYh8GSvEMDg7zSiwpw1k,,23000.0,MQL,consumer,1,33346.0,35788.0,27242.0,29659.0,,,,33346.0
9889,2EawYgg1HIKupoxl6jNC53X0jm4,,83400.0,MQL,consumer,1,37653.0,39431.0,35828.0,39041.0,,,,37653.0
9890,2EAxDSOEJhAsVxIJmXLQSZB3dCt,,68295.0,MQL,consumer,1,24527.0,25442.0,23130.0,25190.0,,,,24527.0
9891,2Eb0DlhRFmmOT0DQSoN9ekZexEh,,4500.0,MQL,consumer,1,49102.0,55822.0,50753.0,55269.0,,,,49102.0
9892,2Eb1o5KB4pU1QDHZkUMjcIE4qrd,55SWF4KB0FU084263,28947.0,MQL,consumer,3,22781.0,24633.0,20659.0,22493.0,,29500.0,0.0,22381.0
9893,2EB2wS5IzMOcNI0hk97CKsviGQa,,55000.0,MQL,consumer,1,64142.0,64943.0,59000.0,64300.0,,,,64142.0
9894,2EB41zH4Hg0aSijgJEQvjWji0dl,5YJ3E1EA8KF514799,49039.0,MQL,consumer,1,62176.0,66736.0,50732.0,55247.0,,,,62176.0
9895,2EB4CklqeAf7lIu89BnnVugGpr7,,23694.0,MQL,consumer,1,89811.0,90862.0,82542.0,89962.0,,,,89811.0
9896,2Eb4hQ3BiZeSYbUAbiC7T23ojqS,,103000.0,MQL,consumer,1,22417.0,24503.0,22280.0,24260.0,,,,22417.0
9897,2EB62nsxDAJaL3LnfNitByXYppb,,92000.0,MQL,consumer,1,52892.0,57296.0,47820.0,52180.0,,,,52892.0
9898,2EB76iXzHpuPgwNm7br57orvYvG,,80000.0,MQL,consumer,1,40206.0,41239.0,37471.0,40831.0,,,,40206.0
9899,2Eb7loyIAGwWhuuOjQ8C0FzE6Hc,1C4HJXEG6KW644553,19870.0,MQL,consumer,1,44412.0,46868.0,42608.0,46404.0,,,,44412.0
9900,2Eb9UH2xFqHrWiCnTDq2KmuVqtQ,,5000.0,MQL,consumer,1,28557.0,31095.0,28274.0,30787.0,,,,28557.0
9901,2EBAO3GsQVxPCyl2AI09tNezv2T,3KPF54AD6KE008182,49489.0,DDC,consumer,2,19019.0,20588.0,18653.0,20384.0,,20500.0,25000.0,19019.0
9902,2EBdHGu1dh8VH3zEqN8dck1lX2F,7MUCAABG9NV015925,996.0,MQL,consumer,1,25279.0,27527.0,25029.0,27254.0,,34000.0,35000.0,32455.0
9903,2EbdrBPRgscQny1f1LR1HdY8eqB,,100000.0,MQL,consumer,1,50571.0,55075.0,50070.0,54530.0,,,,50571.0
